id,category_id,zone_id,status,reported_at,resolved_at,mois,trimestre,jour_semaine,annee,latitude_center,longitude_center,rayon_km,number_of_inhabitants,surface
3961,4,8,validated,"2024-03-09 10:54:00",,3,1,7,2024,35.60600000,10.76200000,2.00,71158,68
3964,3,8,"in progress","2024-01-11 19:30:00",,1,1,5,2024,35.60600000,10.76200000,2.00,71158,68
3970,3,8,"in progress","2024-01-02 23:07:00",,1,1,3,2024,35.60600000,10.76200000,2.00,71158,68
3991,6,8,rejected,"2025-05-03 06:48:00",,5,2,7,2025,35.60600000,10.76200000,2.00,71158,68
3998,6,8,resolved,"2023-09-17 09:23:00","2023-10-01 09:23:00",9,3,1,2023,35.60600000,10.76200000,2.00,71158,68
4129,2,8,resolved,"2023-03-31 22:15:00","2023-04-12 22:15:00",3,1,6,2023,35.60600000,10.76200000,2.00,71158,68
4207,5,8,reported,"2025-03-09 14:12:00",,3,1,1,2025,35.60600000,10.76200000,2.00,71158,68
4212,2,8,reported,"2025-02-17 14:05:00",,2,1,2,2025,35.60600000,10.76200000,2.00,71158,68
4266,6,8,reported,"2024-03-06 06:44:00",,3,1,4,2024,35.60600000,10.76200000,2.00,71158,68
4329,6,8,"in progress","2024-03-09 06:06:00",,3,1,7,2024,35.60600000,10.76200000,2.00,71158,68
4406,6,8,resolved,"2023-03-02 09:31:00","2023-03-10 09:31:00",3,1,5,2023,35.60600000,10.76200000,2.00,71158,68
4421,5,8,validated,"2024-09-16 16:44:00",,9,3,2,2024,35.60600000,10.76200000,2.00,71158,68
4466,3,8,resolved,"2023-11-05 22:28:00","2023-11-15 22:28:00",11,4,1,2023,35.60600000,10.76200000,2.00,71158,68
4472,3,8,reported,"2024-12-05 21:19:00",,12,4,5,2024,35.60600000,10.76200000,2.00,71158,68
4515,2,8,resolved,"2025-01-10 14:24:00","2025-01-14 14:24:00",1,1,6,2025,35.60600000,10.76200000,2.00,71158,68
4534,6,8,reported,"2024-02-01 10:11:00",,2,1,5,2024,35.60600000,10.76200000,2.00,71158,68
4576,3,8,validated,"2025-01-15 03:20:00",,1,1,4,2025,35.60600000,10.76200000,2.00,71158,68
4597,2,8,reported,"2024-07-23 08:10:00",,7,3,3,2024,35.60600000,10.76200000,2.00,71158,68
4648,1,8,"in progress","2025-02-22 23:55:00",,2,1,7,2025,35.60600000,10.76200000,2.00,71158,68
4763,1,8,resolved,"2023-07-27 10:35:00","2023-08-04 10:35:00",7,3,5,2023,35.60600000,10.76200000,2.00,71158,68
4827,2,8,resolved,"2023-03-12 08:37:00","2023-03-14 08:37:00",3,1,1,2023,35.60600000,10.76200000,2.00,71158,68
4930,6,8,resolved,"2022-07-01 10:11:00","2022-07-13 10:11:00",7,3,6,2022,35.60600000,10.76200000,2.00,71158,68
4961,4,8,resolved,"2024-03-04 08:40:00","2024-03-18 08:40:00",3,1,2,2024,35.60600000,10.76200000,2.00,71158,68
4979,6,8,resolved,"2023-07-05 07:13:00","2023-07-18 07:13:00",7,3,4,2023,35.60600000,10.76200000,2.00,71158,68
5068,5,8,resolved,"2023-05-17 09:19:00","2023-05-26 09:19:00",5,2,4,2023,35.60600000,10.76200000,2.00,71158,68
5084,6,8,"in progress","2024-04-15 10:03:00",,4,2,2,2024,35.60600000,10.76200000,2.00,71158,68
5108,1,8,resolved,"2024-10-29 13:04:00","2024-11-08 13:04:00",10,4,3,2024,35.60600000,10.76200000,2.00,71158,68
5132,5,8,reported,"2024-09-26 13:50:00",,9,3,5,2024,35.60600000,10.76200000,2.00,71158,68
55,5,9,reported,"2024-08-26 10:53:00",,8,3,2,2024,35.62210000,10.74000000,2.00,71158,68
106,2,9,"in progress","2025-02-17 08:15:00",,2,1,2,2025,35.62210000,10.74000000,2.00,71158,68
539,7,9,reported,"2024-06-23 13:57:00",,6,2,1,2024,35.62210000,10.74000000,2.00,71158,68
688,1,9,resolved,"2025-02-15 12:45:00","2025-02-21 12:45:00",2,1,7,2025,35.62210000,10.74000000,2.00,71158,68
804,6,9,resolved,"2023-12-01 16:50:00","2023-12-11 16:50:00",12,4,6,2023,35.62210000,10.74000000,2.00,71158,68
1047,1,9,"in progress","2024-10-20 18:28:00",,10,4,1,2024,35.62210000,10.74000000,2.00,71158,68
1171,2,9,reported,"2024-04-05 20:22:00",,4,2,6,2024,35.62210000,10.74000000,2.00,71158,68
1217,5,9,resolved,"2022-05-07 08:11:00","2022-05-14 08:11:00",5,2,7,2022,35.62210000,10.74000000,2.00,71158,68
1413,2,9,"in progress","2024-01-28 17:06:00",,1,1,1,2024,35.62210000,10.74000000,2.00,71158,68
1444,2,9,reported,"2024-07-01 07:56:00",,7,3,2,2024,35.62210000,10.74000000,2.00,71158,68
1521,2,9,resolved,"2022-08-06 12:10:00","2022-08-10 12:10:00",8,3,7,2022,35.62210000,10.74000000,2.00,71158,68
1651,2,9,resolved,"2022-01-11 08:24:00","2022-01-16 08:24:00",1,1,3,2022,35.62210000,10.74000000,2.00,71158,68
1714,5,9,resolved,"2023-02-19 15:40:00","2023-02-28 15:40:00",2,1,1,2023,35.62210000,10.74000000,2.00,71158,68
1719,2,9,reported,"2025-04-20 12:18:00",,4,2,1,2025,35.62210000,10.74000000,2.00,71158,68
1746,4,9,"in progress","2025-02-20 08:44:00",,2,1,5,2025,35.62210000,10.74000000,2.00,71158,68
1877,7,9,resolved,"2023-10-11 19:48:00","2023-10-20 19:48:00",10,4,4,2023,35.62210000,10.74000000,2.00,71158,68
1931,5,9,resolved,"2023-04-17 17:29:00","2023-04-24 17:29:00",4,2,2,2023,35.62210000,10.74000000,2.00,71158,68
2017,2,9,"in progress","2025-02-22 09:53:00",,2,1,7,2025,35.62210000,10.74000000,2.00,71158,68
2107,5,9,resolved,"2024-02-06 15:54:00","2024-02-14 15:54:00",2,1,3,2024,35.62210000,10.74000000,2.00,71158,68
2109,1,9,reported,"2024-03-24 09:28:00",,3,1,1,2024,35.62210000,10.74000000,2.00,71158,68
2116,2,9,"in progress","2023-03-17 08:47:00",,3,1,6,2023,35.62210000,10.74000000,2.00,71158,68
2217,5,9,rejected,"2023-10-07 16:26:00",,10,4,7,2023,35.62210000,10.74000000,2.00,71158,68
2244,7,9,"in progress","2025-02-08 00:57:00",,2,1,7,2025,35.62210000,10.74000000,2.00,71158,68
2273,5,9,resolved,"2022-07-22 12:17:00","2022-07-28 12:17:00",7,3,6,2022,35.62210000,10.74000000,2.00,71158,68
2365,4,9,resolved,"2024-03-10 04:18:00","2024-03-22 04:18:00",3,1,1,2024,35.62210000,10.74000000,2.00,71158,68
2726,5,9,resolved,"2022-03-20 11:15:00","2022-03-29 11:15:00",3,1,1,2022,35.62210000,10.74000000,2.00,71158,68
2761,2,9,resolved,"2022-12-24 12:12:00","2022-12-28 12:12:00",12,4,7,2022,35.62210000,10.74000000,2.00,71158,68
2932,5,9,resolved,"2025-01-27 15:05:00","2025-02-02 15:05:00",1,1,2,2025,35.62210000,10.74000000,2.00,71158,68
3013,6,9,reported,"2024-01-15 13:41:00",,1,1,2,2024,35.62210000,10.74000000,2.00,71158,68
3043,2,9,rejected,"2024-12-09 17:00:00",,12,4,2,2024,35.62210000,10.74000000,2.00,71158,68
3134,1,9,resolved,"2023-04-29 00:11:00","2023-05-13 00:11:00",4,2,7,2023,35.62210000,10.74000000,2.00,71158,68
3268,2,9,reported,"2024-03-10 11:38:00",,3,1,1,2024,35.62210000,10.74000000,2.00,71158,68
3595,4,9,validated,"2025-03-27 08:50:00",,3,1,5,2025,35.62210000,10.74000000,2.00,71158,68
3732,1,9,"in progress","2022-07-27 17:39:00",,7,3,4,2022,35.62210000,10.74000000,2.00,71158,68
4048,1,9,resolved,"2024-09-03 23:55:00","2024-09-13 23:55:00",9,3,3,2024,35.62210000,10.74000000,2.00,71158,68
4080,3,9,resolved,"2023-03-31 04:18:00","2023-04-07 04:18:00",3,1,6,2023,35.62210000,10.74000000,2.00,71158,68
4132,5,9,"in progress","2024-10-08 09:47:00",,10,4,3,2024,35.62210000,10.74000000,2.00,71158,68
4170,6,9,resolved,"2023-03-31 09:10:00","2023-04-01 09:10:00",3,1,6,2023,35.62210000,10.74000000,2.00,71158,68
4363,7,9,resolved,"2023-06-22 21:40:00","2023-06-28 21:40:00",6,2,5,2023,35.62210000,10.74000000,2.00,71158,68
4393,2,9,resolved,"2022-11-24 11:51:00","2022-11-27 11:51:00",11,4,5,2022,35.62210000,10.74000000,2.00,71158,68
4616,6,9,resolved,"2023-01-17 06:09:00","2023-01-29 06:09:00",1,1,3,2023,35.62210000,10.74000000,2.00,71158,68
4629,4,9,resolved,"2022-06-01 07:45:00","2022-06-15 07:45:00",6,2,4,2022,35.62210000,10.74000000,2.00,71158,68
4684,1,9,resolved,"2024-03-31 17:49:00","2024-04-01 17:49:00",3,1,1,2024,35.62210000,10.74000000,2.00,71158,68
4714,5,9,rejected,"2025-04-15 13:32:00",,4,2,3,2025,35.62210000,10.74000000,2.00,71158,68
4838,4,9,resolved,"2022-12-08 21:39:00","2022-12-13 21:39:00",12,4,5,2022,35.62210000,10.74000000,2.00,71158,68
4873,4,9,rejected,"2022-05-15 06:47:00",,5,2,1,2022,35.62210000,10.74000000,2.00,71158,68
4896,6,9,resolved,"2023-08-09 14:46:00","2023-08-11 14:46:00",8,3,4,2023,35.62210000,10.74000000,2.00,71158,68
4999,3,9,resolved,"2023-01-21 23:37:00","2023-02-02 23:37:00",1,1,7,2023,35.62210000,10.74000000,2.00,71158,68
5156,4,9,"in progress","2022-05-03 23:14:00",,5,2,3,2022,35.62210000,10.74000000,2.00,71158,68
5169,3,9,reported,"2024-03-09 21:44:00",,3,1,7,2024,35.62210000,10.74000000,2.00,71158,68
5,1,10,reported,"2026-04-21 13:50:14",,4,2,3,2026,35.64220000,10.90150000,1.50,97655,103
7,2,10,reported,"2026-04-18 16:50:14",,4,2,7,2026,35.64220000,10.90150000,1.50,97655,103
26,6,10,reported,"2026-04-16 16:50:14",,4,2,5,2026,35.64220000,10.90150000,1.50,97655,103
53,2,10,resolved,"2023-02-26 20:05:00","2023-03-03 20:05:00",2,1,1,2023,35.64220000,10.90150000,1.50,97655,103
198,7,10,resolved,"2022-11-27 08:38:00","2022-12-10 08:38:00",11,4,1,2022,35.64220000,10.90150000,1.50,97655,103
251,2,10,reported,"2025-01-31 07:14:00",,1,1,6,2025,35.64220000,10.90150000,1.50,97655,103
342,7,10,rejected,"2023-01-24 18:12:00",,1,1,3,2023,35.64220000,10.90150000,1.50,97655,103
489,2,10,resolved,"2023-11-04 08:44:00","2023-11-10 08:44:00",11,4,7,2023,35.64220000,10.90150000,1.50,97655,103
628,3,10,"in progress","2025-04-11 03:55:00",,4,2,6,2025,35.64220000,10.90150000,1.50,97655,103
876,4,10,resolved,"2023-01-20 10:04:00","2023-01-28 10:04:00",1,1,6,2023,35.64220000,10.90150000,1.50,97655,103
878,6,10,resolved,"2022-12-19 08:08:00","2022-12-23 08:08:00",12,4,2,2022,35.64220000,10.90150000,1.50,97655,103
904,4,10,reported,"2024-10-20 18:09:00",,10,4,1,2024,35.64220000,10.90150000,1.50,97655,103
1270,2,10,"in progress","2024-08-03 17:41:00",,8,3,7,2024,35.64220000,10.90150000,1.50,97655,103
1393,1,10,resolved,"2022-03-03 13:42:00","2022-03-09 13:42:00",3,1,5,2022,35.64220000,10.90150000,1.50,97655,103
1485,3,10,"in progress","2025-04-03 18:56:00",,4,2,5,2025,35.64220000,10.90150000,1.50,97655,103
1492,4,10,reported,"2024-04-05 20:07:00",,4,2,6,2024,35.64220000,10.90150000,1.50,97655,103
1554,2,10,resolved,"2023-01-13 16:25:00","2023-01-15 16:25:00",1,1,6,2023,35.64220000,10.90150000,1.50,97655,103
1640,7,10,"in progress","2024-12-30 14:30:00",,12,4,2,2024,35.64220000,10.90150000,1.50,97655,103
2046,6,10,"in progress","2024-09-07 07:09:00",,9,3,7,2024,35.64220000,10.90150000,1.50,97655,103
2444,4,10,resolved,"2023-07-17 16:12:00","2023-07-23 16:12:00",7,3,2,2023,35.64220000,10.90150000,1.50,97655,103
2462,2,10,"in progress","2024-06-16 19:24:00",,6,2,1,2024,35.64220000,10.90150000,1.50,97655,103
2567,1,10,resolved,"2025-02-20 08:03:00","2025-02-26 08:03:00",2,1,5,2025,35.64220000,10.90150000,1.50,97655,103
2678,1,10,resolved,"2023-01-30 00:45:00","2023-02-02 00:45:00",1,1,2,2023,35.64220000,10.90150000,1.50,97655,103
2753,3,10,resolved,"2023-10-26 21:39:00","2023-11-01 21:39:00",10,4,5,2023,35.64220000,10.90150000,1.50,97655,103
2946,6,10,resolved,"2022-10-13 08:32:00","2022-10-14 08:32:00",10,4,5,2022,35.64220000,10.90150000,1.50,97655,103
3026,2,10,resolved,"2024-04-09 20:51:00","2024-04-18 20:51:00",4,2,3,2024,35.64220000,10.90150000,1.50,97655,103
3291,5,10,validated,"2024-08-10 16:42:00",,8,3,7,2024,35.64220000,10.90150000,1.50,97655,103
3320,2,10,reported,"2025-02-07 17:06:00",,2,1,6,2025,35.64220000,10.90150000,1.50,97655,103
3465,1,10,reported,"2024-09-04 13:12:00",,9,3,4,2024,35.64220000,10.90150000,1.50,97655,103
3567,3,10,resolved,"2023-06-14 05:36:00","2023-06-26 05:36:00",6,2,4,2023,35.64220000,10.90150000,1.50,97655,103
3639,6,10,resolved,"2023-01-24 14:01:00","2023-02-06 14:01:00",1,1,3,2023,35.64220000,10.90150000,1.50,97655,103
3675,1,10,"in progress","2024-03-03 12:45:00",,3,1,1,2024,35.64220000,10.90150000,1.50,97655,103
3729,1,10,reported,"2025-01-03 03:30:00",,1,1,6,2025,35.64220000,10.90150000,1.50,97655,103
3843,7,10,validated,"2024-12-31 17:47:00",,12,4,3,2024,35.64220000,10.90150000,1.50,97655,103
3892,2,10,resolved,"2023-07-23 10:36:00","2023-07-29 10:36:00",7,3,1,2023,35.64220000,10.90150000,1.50,97655,103
4335,2,10,rejected,"2023-03-06 11:57:00",,3,1,2,2023,35.64220000,10.90150000,1.50,97655,103
4336,6,10,validated,"2025-01-10 06:50:00",,1,1,6,2025,35.64220000,10.90150000,1.50,97655,103
4396,7,10,"in progress","2024-11-17 10:21:00",,11,4,1,2024,35.64220000,10.90150000,1.50,97655,103
4475,4,10,rejected,"2024-01-24 20:55:00",,1,1,4,2024,35.64220000,10.90150000,1.50,97655,103
4638,7,10,"in progress","2024-03-14 11:02:00",,3,1,5,2024,35.64220000,10.90150000,1.50,97655,103
4791,3,10,reported,"2025-04-16 02:18:00",,4,2,4,2025,35.64220000,10.90150000,1.50,97655,103
4997,2,10,"in progress","2024-04-09 18:00:00",,4,2,3,2024,35.64220000,10.90150000,1.50,97655,103
5162,3,10,resolved,"2024-06-23 19:39:00","2024-07-03 19:39:00",6,2,1,2024,35.64220000,10.90150000,1.50,97655,103
5167,4,10,resolved,"2022-02-05 22:21:00","2022-02-16 22:21:00",2,1,7,2022,35.64220000,10.90150000,1.50,97655,103
138,4,11,"in progress","2025-04-12 04:54:00",,4,2,7,2025,35.65800000,10.90000000,2.00,97655,103
200,7,11,reported,"2024-08-18 17:44:00",,8,3,1,2024,35.65800000,10.90000000,2.00,97655,103
301,3,11,resolved,"2023-07-27 23:53:00","2023-08-03 23:53:00",7,3,5,2023,35.65800000,10.90000000,2.00,97655,103
316,2,11,resolved,"2022-11-26 15:23:00","2022-12-04 15:23:00",11,4,7,2022,35.65800000,10.90000000,2.00,97655,103
372,4,11,resolved,"2023-12-05 23:55:00","2023-12-15 23:55:00",12,4,3,2023,35.65800000,10.90000000,2.00,97655,103
405,1,11,reported,"2024-08-30 18:18:00",,8,3,6,2024,35.65800000,10.90000000,2.00,97655,103
430,5,11,"in progress","2023-03-07 08:34:00",,3,1,3,2023,35.65800000,10.90000000,2.00,97655,103
438,2,11,validated,"2024-12-13 14:40:00",,12,4,6,2024,35.65800000,10.90000000,2.00,97655,103
439,2,11,reported,"2024-11-30 13:46:00",,11,4,7,2024,35.65800000,10.90000000,2.00,97655,103
505,5,11,resolved,"2025-02-13 10:58:00","2025-02-18 10:58:00",2,1,5,2025,35.65800000,10.90000000,2.00,97655,103
523,2,11,reported,"2025-05-30 10:46:00",,5,2,6,2025,35.65800000,10.90000000,2.00,97655,103
547,3,11,resolved,"2024-09-13 19:14:00","2024-09-17 19:14:00",9,3,6,2024,35.65800000,10.90000000,2.00,97655,103
588,2,11,resolved,"2023-10-15 06:00:00","2023-10-28 06:00:00",10,4,1,2023,35.65800000,10.90000000,2.00,97655,103
622,4,11,resolved,"2022-06-23 14:29:00","2022-07-02 14:29:00",6,2,5,2022,35.65800000,10.90000000,2.00,97655,103
842,7,11,rejected,"2022-06-30 14:16:00",,6,2,5,2022,35.65800000,10.90000000,2.00,97655,103
859,2,11,reported,"2024-01-17 10:18:00",,1,1,4,2024,35.65800000,10.90000000,2.00,97655,103
920,1,11,"in progress","2024-07-10 01:51:00",,7,3,4,2024,35.65800000,10.90000000,2.00,97655,103
951,4,11,"in progress","2025-01-01 02:03:00",,1,1,4,2025,35.65800000,10.90000000,2.00,97655,103
1011,5,11,resolved,"2023-12-22 08:28:00","2023-12-29 08:28:00",12,4,6,2023,35.65800000,10.90000000,2.00,97655,103
1019,2,11,"in progress","2025-04-18 13:25:00",,4,2,6,2025,35.65800000,10.90000000,2.00,97655,103
1023,6,11,resolved,"2025-04-17 09:01:00","2025-04-21 09:01:00",4,2,5,2025,35.65800000,10.90000000,2.00,97655,103
1031,2,11,rejected,"2023-05-15 14:44:00",,5,2,2,2023,35.65800000,10.90000000,2.00,97655,103
1037,4,11,reported,"2025-03-09 21:16:00",,3,1,1,2025,35.65800000,10.90000000,2.00,97655,103
1155,4,11,resolved,"2025-04-15 17:08:00","2025-04-20 17:08:00",4,2,3,2025,35.65800000,10.90000000,2.00,97655,103
1157,6,11,resolved,"2025-06-21 12:55:00","2025-06-26 12:55:00",6,2,7,2025,35.65800000,10.90000000,2.00,97655,103
1227,6,11,resolved,"2025-01-23 06:37:00","2025-01-25 06:37:00",1,1,5,2025,35.65800000,10.90000000,2.00,97655,103
1237,4,11,resolved,"2022-03-31 14:18:00","2022-04-12 14:18:00",3,1,5,2022,35.65800000,10.90000000,2.00,97655,103
1276,6,11,resolved,"2025-03-30 10:57:00","2025-04-07 10:57:00",3,1,1,2025,35.65800000,10.90000000,2.00,97655,103
1295,5,11,resolved,"2025-03-17 18:28:00","2025-03-26 18:28:00",3,1,2,2025,35.65800000,10.90000000,2.00,97655,103
1429,4,11,"in progress","2024-07-22 22:36:00",,7,3,2,2024,35.65800000,10.90000000,2.00,97655,103
1450,4,11,resolved,"2023-12-24 08:34:00","2024-01-05 08:34:00",12,4,1,2023,35.65800000,10.90000000,2.00,97655,103
1480,3,11,resolved,"2024-01-23 20:48:00","2024-01-28 20:48:00",1,1,3,2024,35.65800000,10.90000000,2.00,97655,103
1498,4,11,resolved,"2022-08-17 02:12:00","2022-08-20 02:12:00",8,3,4,2022,35.65800000,10.90000000,2.00,97655,103
1508,5,11,resolved,"2023-09-25 15:39:00","2023-10-07 15:39:00",9,3,2,2023,35.65800000,10.90000000,2.00,97655,103
1642,4,11,resolved,"2023-06-20 07:59:00","2023-06-29 07:59:00",6,2,3,2023,35.65800000,10.90000000,2.00,97655,103
1658,6,11,resolved,"2025-01-19 06:33:00","2025-01-26 06:33:00",1,1,1,2025,35.65800000,10.90000000,2.00,97655,103
1693,7,11,rejected,"2024-04-10 09:41:00",,4,2,4,2024,35.65800000,10.90000000,2.00,97655,103
1753,5,11,validated,"2024-08-09 15:48:00",,8,3,6,2024,35.65800000,10.90000000,2.00,97655,103
1765,1,11,resolved,"2022-07-26 11:32:00","2022-08-01 11:32:00",7,3,3,2022,35.65800000,10.90000000,2.00,97655,103
1775,5,11,reported,"2024-03-12 08:56:00",,3,1,3,2024,35.65800000,10.90000000,2.00,97655,103
1851,2,11,"in progress","2025-06-22 09:13:00",,6,2,1,2025,35.65800000,10.90000000,2.00,97655,103
1907,2,11,"in progress","2025-01-25 08:41:00",,1,1,7,2025,35.65800000,10.90000000,2.00,97655,103
2008,5,11,resolved,"2025-03-17 18:32:00","2025-03-21 18:32:00",3,1,2,2025,35.65800000,10.90000000,2.00,97655,103
2036,2,11,reported,"2022-11-07 19:27:00",,11,4,2,2022,35.65800000,10.90000000,2.00,97655,103
2146,6,11,resolved,"2024-07-05 07:27:00","2024-07-15 07:27:00",7,3,6,2024,35.65800000,10.90000000,2.00,97655,103
2156,2,11,"in progress","2024-03-22 06:38:00",,3,1,6,2024,35.65800000,10.90000000,2.00,97655,103
2199,6,11,rejected,"2024-11-06 09:54:00",,11,4,4,2024,35.65800000,10.90000000,2.00,97655,103
2280,5,11,reported,"2025-01-16 10:25:00",,1,1,5,2025,35.65800000,10.90000000,2.00,97655,103
2290,2,11,validated,"2024-09-09 18:40:00",,9,3,2,2024,35.65800000,10.90000000,2.00,97655,103
2378,1,11,resolved,"2023-11-10 12:44:00","2023-11-20 12:44:00",11,4,6,2023,35.65800000,10.90000000,2.00,97655,103
2410,2,11,rejected,"2025-01-01 15:31:00",,1,1,4,2025,35.65800000,10.90000000,2.00,97655,103
2452,1,11,"in progress","2025-01-06 18:06:00",,1,1,2,2025,35.65800000,10.90000000,2.00,97655,103
2501,2,11,resolved,"2023-03-27 07:38:00","2023-03-28 07:38:00",3,1,2,2023,35.65800000,10.90000000,2.00,97655,103
2506,5,11,resolved,"2023-05-28 15:03:00","2023-05-30 15:03:00",5,2,1,2023,35.65800000,10.90000000,2.00,97655,103
2568,2,11,resolved,"2025-01-23 15:57:00","2025-01-24 15:57:00",1,1,5,2025,35.65800000,10.90000000,2.00,97655,103
2614,6,11,resolved,"2023-03-01 08:20:00","2023-03-14 08:20:00",3,1,4,2023,35.65800000,10.90000000,2.00,97655,103
2652,3,11,rejected,"2025-04-06 04:05:00",,4,2,1,2025,35.65800000,10.90000000,2.00,97655,103
2760,1,11,"in progress","2024-02-10 15:50:00",,2,1,7,2024,35.65800000,10.90000000,2.00,97655,103
2788,2,11,"in progress","2024-09-01 09:57:00",,9,3,1,2024,35.65800000,10.90000000,2.00,97655,103
2859,5,11,resolved,"2023-06-27 18:45:00","2023-06-29 18:45:00",6,2,3,2023,35.65800000,10.90000000,2.00,97655,103
2973,5,11,resolved,"2023-10-06 14:19:00","2023-10-17 14:19:00",10,4,6,2023,35.65800000,10.90000000,2.00,97655,103
3163,3,11,reported,"2022-08-11 01:31:00",,8,3,5,2022,35.65800000,10.90000000,2.00,97655,103
3221,5,11,"in progress","2025-04-07 16:01:00",,4,2,2,2025,35.65800000,10.90000000,2.00,97655,103
3294,3,11,resolved,"2023-03-31 06:40:00","2023-04-03 06:40:00",3,1,6,2023,35.65800000,10.90000000,2.00,97655,103
3345,2,11,resolved,"2025-03-17 17:05:00","2025-03-30 17:05:00",3,1,2,2025,35.65800000,10.90000000,2.00,97655,103
3466,4,11,reported,"2024-05-14 22:49:00",,5,2,3,2024,35.65800000,10.90000000,2.00,97655,103
3623,4,11,resolved,"2025-03-18 01:49:00","2025-03-30 01:49:00",3,1,3,2025,35.65800000,10.90000000,2.00,97655,103
3642,4,11,resolved,"2022-04-17 21:06:00","2022-04-29 21:06:00",4,2,1,2022,35.65800000,10.90000000,2.00,97655,103
3659,2,11,resolved,"2024-03-03 13:40:00","2024-03-07 13:40:00",3,1,1,2024,35.65800000,10.90000000,2.00,97655,103
3700,2,11,reported,"2024-06-09 17:18:00",,6,2,1,2024,35.65800000,10.90000000,2.00,97655,103
3736,5,11,resolved,"2023-11-30 18:04:00","2023-12-09 18:04:00",11,4,5,2023,35.65800000,10.90000000,2.00,97655,103
3773,5,11,reported,"2025-02-08 08:53:00",,2,1,7,2025,35.65800000,10.90000000,2.00,97655,103
3910,2,11,reported,"2022-11-25 08:09:00",,11,4,6,2022,35.65800000,10.90000000,2.00,97655,103
3930,2,11,"in progress","2025-01-12 09:30:00",,1,1,1,2025,35.65800000,10.90000000,2.00,97655,103
3937,6,11,resolved,"2023-09-07 08:58:00","2023-09-15 08:58:00",9,3,5,2023,35.65800000,10.90000000,2.00,97655,103
3999,6,11,"in progress","2025-02-28 08:53:00",,2,1,6,2025,35.65800000,10.90000000,2.00,97655,103
4003,3,11,rejected,"2024-04-23 03:08:00",,4,2,3,2024,35.65800000,10.90000000,2.00,97655,103
4167,3,11,resolved,"2025-01-23 01:47:00","2025-01-30 01:47:00",1,1,5,2025,35.65800000,10.90000000,2.00,97655,103
4203,6,11,reported,"2025-05-10 05:18:00",,5,2,7,2025,35.65800000,10.90000000,2.00,97655,103
4321,2,11,resolved,"2025-03-22 10:57:00","2025-04-05 10:57:00",3,1,7,2025,35.65800000,10.90000000,2.00,97655,103
4340,2,11,"in progress","2025-04-20 07:52:00",,4,2,1,2025,35.65800000,10.90000000,2.00,97655,103
4508,2,11,resolved,"2023-05-16 06:23:00","2023-05-27 06:23:00",5,2,3,2023,35.65800000,10.90000000,2.00,97655,103
4548,7,11,reported,"2025-01-14 11:14:00",,1,1,3,2025,35.65800000,10.90000000,2.00,97655,103
4650,4,11,reported,"2025-02-28 10:00:00",,2,1,6,2025,35.65800000,10.90000000,2.00,97655,103
4675,3,11,resolved,"2023-09-07 00:57:00","2023-09-16 00:57:00",9,3,5,2023,35.65800000,10.90000000,2.00,97655,103
4689,6,11,resolved,"2023-09-05 15:26:00","2023-09-06 15:26:00",9,3,3,2023,35.65800000,10.90000000,2.00,97655,103
4820,7,11,"in progress","2024-03-18 06:04:00",,3,1,2,2024,35.65800000,10.90000000,2.00,97655,103
4837,4,11,resolved,"2024-07-17 20:16:00","2024-07-19 20:16:00",7,3,4,2024,35.65800000,10.90000000,2.00,97655,103
4966,3,11,reported,"2025-01-28 23:23:00",,1,1,3,2025,35.65800000,10.90000000,2.00,97655,103
4981,5,11,resolved,"2023-09-23 16:28:00","2023-09-26 16:28:00",9,3,7,2023,35.65800000,10.90000000,2.00,97655,103
4985,6,11,reported,"2025-04-11 17:04:00",,4,2,6,2025,35.65800000,10.90000000,2.00,97655,103
5064,2,11,resolved,"2022-12-19 17:55:00","2022-12-23 17:55:00",12,4,2,2022,35.65800000,10.90000000,2.00,97655,103
35,4,12,resolved,"2023-08-12 20:50:00","2023-08-22 20:50:00",8,3,7,2023,35.62600000,10.90300000,2.00,97655,103
87,4,12,reported,"2025-02-09 18:09:00",,2,1,1,2025,35.62600000,10.90300000,2.00,97655,103
159,3,12,"in progress","2025-01-22 23:47:00",,1,1,4,2025,35.62600000,10.90300000,2.00,97655,103
415,5,12,resolved,"2022-12-15 08:33:00","2022-12-28 08:33:00",12,4,5,2022,35.62600000,10.90300000,2.00,97655,103
466,4,12,validated,"2024-06-04 22:22:00",,6,2,3,2024,35.62600000,10.90300000,2.00,97655,103
534,4,12,rejected,"2025-03-22 21:57:00",,3,1,7,2025,35.62600000,10.90300000,2.00,97655,103
840,7,12,rejected,"2024-05-28 17:03:00",,5,2,3,2024,35.62600000,10.90300000,2.00,97655,103
912,4,12,"in progress","2025-04-16 06:37:00",,4,2,4,2025,35.62600000,10.90300000,2.00,97655,103
918,7,12,resolved,"2025-01-13 14:27:00","2025-01-27 14:27:00",1,1,2,2025,35.62600000,10.90300000,2.00,97655,103
1058,1,12,rejected,"2025-04-12 01:40:00",,4,2,7,2025,35.62600000,10.90300000,2.00,97655,103
1109,4,12,reported,"2025-02-15 16:44:00",,2,1,7,2025,35.62600000,10.90300000,2.00,97655,103
1194,3,12,validated,"2024-02-09 03:12:00",,2,1,6,2024,35.62600000,10.90300000,2.00,97655,103
1283,4,12,reported,"2024-03-24 04:49:00",,3,1,1,2024,35.62600000,10.90300000,2.00,97655,103
